kernel,mode,nnr,ngmt,threads,rep,ms,inputs,lane,alloc,deck_rep
addusxx_g,BaO_nat002,64000,18643,1,18,854.867000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,19,856.238000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,0,509.432000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,1,517.697000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,2,516.905000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,3,518.030000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,4,516.531000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,5,518.068000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,6,516.587000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,7,516.368000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,8,514.430000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,9,517.628000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,10,517.132000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,11,518.786000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,12,516.473000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,13,517.492000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,14,517.471000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,15,517.546000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,2,16,517.242000,set0_rep72,flang-openmp,mimalloc,72
